gad7,who5,cesdr10,loc,swls,scs,recommended_plan
9,57,23,11,10,22,"Therapist, Meditation, Reading about the illness, Journaling"
17,35,30,19,35,44,"Therapist, Meditation, Reading about the illness, Journaling"
15,72,27,22,33,52,"Therapist, Meditation, Reading about the illness, Journaling"
1,42,22,5,7,22,"Therapist, Meditation, Reading about the illness, Journaling"
19,46,25,24,22,18,"Therapist, Meditation, Reading about the illness, Journaling"
17,1,23,7,24,45,"Therapist, Meditation, Reading about the illness, Journaling"
21,4,9,10,5,45,"Therapist, Meditation, Reading about the illness, Journaling"
18,60,19,22,25,35,"Therapist, Meditation, Reading about the illness, Journaling"
11,0,21,0,28,25,"Therapist, Meditation, Reading about the illness, Journaling"
17,54,30,12,20,35,"Therapist, Meditation, Reading about the illness, Journaling"
20,64,25,16,15,46,"Therapist, Meditation, Reading about the illness, Journaling"
4,38,25,9,32,40,"Therapist, Meditation, Reading about the illness, Journaling"
18,13,29,11,19,53,"Therapist, Meditation, Reading about the illness, Journaling"
16,0,22,23,33,53,"Therapist, Meditation, Reading about the illness, Journaling"
6,8,26,21,6,57,"Therapist, Meditation, Reading about the illness, Journaling"
15,99,18,7,17,15,"Therapist, Meditation, Reading about the illness, Journaling"
21,42,9,6,13,17,"Therapist, Meditation, Reading about the illness, Journaling"
14,15,4,0,23,48,"Therapist, Meditation, Reading about the illness, Journaling"
20,63,16,21,34,19,"Therapist, Meditation, Reading about the illness, Journaling"
0,59,23,17,15,21,"Therapist, Meditation, Reading about the illness, Journaling"
3,76,28,17,33,35,"Therapist, Meditation, Reading about the illness, Journaling"
15,27,28,2,29,50,"Therapist, Meditation, Reading about the illness, Journaling"
0,59,28,14,19,46,"Therapist, Meditation, Reading about the illness, Journaling"
8,86,8,6,28,34,"Therapist, Meditation, Reading about the illness, Journaling"
17,33,26,8,32,60,"Therapist, Meditation, Reading about the illness, Journaling"
18,97,30,8,34,40,"Therapist, Meditation, Reading about the illness, Journaling"
18,7,14,3,20,32,"Therapist, Meditation, Reading about the illness, Journaling"
20,79,11,18,12,49,"Therapist, Meditation, Reading about the illness, Journaling"
19,38,9,17,5,50,"Therapist, Meditation, Reading about the illness, Journaling"
21,19,28,9,27,52,"Therapist, Meditation, Reading about the illness, Journaling"
20,60,21,9,26,31,"Therapist, Meditation, Reading about the illness, Journaling"
0,27,20,22,20,56,"Therapist, Meditation, Reading about the illness, Journaling"
16,10,13,9,7,42,"Therapist, Meditation, Reading about the illness, Journaling"
15,76,20,17,9,17,"Therapist, Meditation, Reading about the illness, Journaling"
16,1,28,4,5,15,"Therapist, Meditation, Reading about the illness, Journaling"
16,85,28,22,16,21,"Therapist, Meditation, Reading about the illness, Journaling"
16,1,25,1,14,27,"Therapist, Meditation, Reading about the illness, Journaling"
19,12,17,14,25,55,"Therapist, Meditation, Reading about the illness, Journaling"
20,37,18,10,25,54,"Therapist, Meditation, Reading about the illness, Journaling"
19,73,21,1,30,41,"Therapist, Meditation, Reading about the illness, Journaling"
17,67,26,5,18,15,"Therapist, Meditation, Reading about the illness, Journaling"
15,50,18,16,10,40,"Therapist, Meditation, Reading about the illness, Journaling"
20,70,30,23,26,36,"Therapist, Meditation, Reading about the illness, Journaling"
16,22,3,14,17,36,"Therapist, Meditation, Reading about the illness, Journaling"
15,34,12,8,17,42,"Therapist, Meditation, Reading about the illness, Journaling"
20,40,26,15,6,49,"Therapist, Meditation, Reading about the illness, Journaling"
7,64,24,8,14,15,"Therapist, Meditation, Reading about the illness, Journaling"
9,37,13,11,17,28,"Therapist, Meditation, Reading about the illness, Journaling"
1,66,28,17,24,58,"Therapist, Meditation, Reading about the illness, Journaling"
15,41,29,17,34,36,"Therapist, Meditation, Reading about the illness, Journaling"
18,94,27,2,7,55,"Therapist, Meditation, Reading about the illness, Journaling"
16,8,13,20,16,48,"Therapist, Meditation, Reading about the illness, Journaling"
19,74,14,19,12,15,"Therapist, Meditation, Reading about the illness, Journaling"
20,47,11,15,31,32,"Therapist, Meditation, Reading about the illness, Journaling"
18,3,28,11,13,24,"Therapist, Meditation, Reading about the illness, Journaling"
16,38,12,18,28,30,"Therapist, Meditation, Reading about the illness, Journaling"
12,65,20,9,34,33,"Therapist, Meditation, Reading about the illness, Journaling"
8,14,23,0,21,35,"Therapist, Meditation, Reading about the illness, Journaling"
12,80,21,10,12,14,"Therapist, Meditation, Reading about the illness, Journaling"
19,58,15,20,21,54,"Therapist, Meditation, Reading about the illness, Journaling"
20,75,26,14,22,39,"Therapist, Meditation, Reading about the illness, Journaling"
13,14,26,19,14,57,"Therapist, Meditation, Reading about the illness, Journaling"
20,43,21,10,33,42,"Therapist, Meditation, Reading about the illness, Journaling"
19,82,28,1,26,31,"Therapist, Meditation, Reading about the illness, Journaling"
15,56,21,22,9,36,"Therapist, Meditation, Reading about the illness, Journaling"
20,60,19,14,5,33,"Therapist, Meditation, Reading about the illness, Journaling"
20,81,21,2,14,60,"Therapist, Meditation, Reading about the illness, Journaling"
15,74,26,16,9,18,"Therapist, Meditation, Reading about the illness, Journaling"
19,100,14,22,16,41,"Therapist, Meditation, Reading about the illness, Journaling"
2,38,8,1,27,34,"Therapist, Meditation, Reading about the illness, Journaling"
15,26,27,18,24,28,"Therapist, Meditation, Reading about the illness, Journaling"
15,8,18,12,12,56,"Therapist, Meditation, Reading about the illness, Journaling"
11,23,20,3,23,52,"Therapist, Meditation, Reading about the illness, Journaling"
19,11,30,17,34,55,"Therapist, Meditation, Reading about the illness, Journaling"
19,24,20,10,13,36,"Therapist, Meditation, Reading about the illness, Journaling"
15,24,20,7,9,16,"Therapist, Meditation, Reading about the illness, Journaling"
18,93,21,17,20,44,"Therapist, Meditation, Reading about the illness, Journaling"
13,88,29,15,19,37,"Therapist, Meditation, Reading about the illness, Journaling"
15,54,27,14,23,19,"Therapist, Meditation, Reading about the illness, Journaling"
9,71,16,22,8,25,"Therapist, Meditation, Reading about the illness, Journaling"
9,62,23,0,21,37,"Therapist, Meditation, Reading about the illness, Journaling"
21,78,19,12,32,13,"Therapist, Meditation, Reading about the illness, Journaling"
19,85,30,14,14,52,"Therapist, Meditation, Reading about the illness, Journaling"
15,16,20,11,14,48,"Therapist, Meditation, Reading about the illness, Journaling"
16,69,26,7,16,25,"Therapist, Meditation, Reading about the illness, Journaling"
16,30,14,6,30,52,"Therapist, Meditation, Reading about the illness, Journaling"
15,66,24,17,15,26,"Therapist, Meditation, Reading about the illness, Journaling"
4,8,23,6,14,39,"Therapist, Meditation, Reading about the illness, Journaling"
12,85,11,23,23,37,"Therapist, Meditation, Reading about the illness, Journaling"
15,61,24,17,15,29,"Therapist, Meditation, Reading about the illness, Journaling"
7,22,26,21,14,54,"Therapist, Meditation, Reading about the illness, Journaling"
15,12,28,2,7,44,"Therapist, Meditation, Reading about the illness, Journaling"
19,34,24,14,28,43,"Therapist, Meditation, Reading about the illness, Journaling"
12,82,19,0,32,42,"Therapist, Meditation, Reading about the illness, Journaling"
1,18,13,10,34,26,"Therapist, Meditation, Reading about the illness, Journaling"
15,37,21,17,32,20,"Therapist, Meditation, Reading about the illness, Journaling"
19,77,25,23,33,24,"Therapist, Meditation, Reading about the illness, Journaling"
17,82,26,23,30,56,"Therapist, Meditation, Reading about the illness, Journaling"
16,28,9,16,8,55,"Therapist, Meditation, Reading about the illness, Journaling"
3,66,30,14,6,36,"Therapist, Meditation, Reading about the illness, Journaling"
16,88,30,17,26,12,"Therapist, Meditation, Reading about the illness, Journaling"
6,40,23,4,23,26,"Therapist, Meditation, Reading about the illness, Journaling"
16,9,29,5,18,60,"Therapist, Meditation, Reading about the illness, Journaling"
20,70,30,18,35,50,"Therapist, Meditation, Reading about the illness, Journaling"
15,37,5,8,8,38,"Therapist, Meditation, Reading about the illness, Journaling"
15,90,6,14,29,26,"Therapist, Meditation, Reading about the illness, Journaling"
10,85,29,23,33,20,"Therapist, Meditation, Reading about the illness, Journaling"
15,42,21,15,5,40,"Therapist, Meditation, Reading about the illness, Journaling"
16,2,28,21,27,25,"Therapist, Meditation, Reading about the illness, Journaling"
21,99,26,17,28,38,"Therapist, Meditation, Reading about the illness, Journaling"
20,64,29,23,8,40,"Therapist, Meditation, Reading about the illness, Journaling"
10,10,21,9,31,28,"Therapist, Meditation, Reading about the illness, Journaling"
14,12,24,8,15,22,"Therapist, Meditation, Reading about the illness, Journaling"
21,55,21,21,9,58,"Therapist, Meditation, Reading about the illness, Journaling"
19,68,14,3,6,18,"Therapist, Meditation, Reading about the illness, Journaling"
9,59,24,12,5,12,"Therapist, Meditation, Reading about the illness, Journaling"
20,58,12,0,9,52,"Therapist, Meditation, Reading about the illness, Journaling"
15,46,20,23,5,23,"Therapist, Meditation, Reading about the illness, Journaling"
20,0,24,9,14,14,"Therapist, Meditation, Reading about the illness, Journaling"
10,72,1,23,21,57,"Therapist, Meditation, Reading about the illness, Journaling"
16,49,23,2,15,15,"Therapist, Meditation, Reading about the illness, Journaling"
4,79,20,10,27,31,"Therapist, Meditation, Reading about the illness, Journaling"
21,64,21,23,28,20,"Therapist, Meditation, Reading about the illness, Journaling"
16,26,22,21,14,42,"Therapist, Meditation, Reading about the illness, Journaling"
13,98,28,20,33,57,"Therapist, Meditation, Reading about the illness, Journaling"
21,88,23,10,20,31,"Therapist, Meditation, Reading about the illness, Journaling"
21,74,16,2,13,49,"Therapist, Meditation, Reading about the illness, Journaling"
10,36,30,13,21,46,"Therapist, Meditation, Reading about the illness, Journaling"
15,99,28,18,30,28,"Therapist, Meditation, Reading about the illness, Journaling"
20,27,27,0,16,47,"Therapist, Meditation, Reading about the illness, Journaling"
1,84,5,8,17,22,"Therapist, Meditation, Reading about the illness, Journaling"
15,71,29,10,34,53,"Therapist, Meditation, Reading about the illness, Journaling"
16,29,2,19,17,30,"Therapist, Meditation, Reading about the illness, Journaling"
17,85,7,17,33,34,"Therapist, Meditation, Reading about the illness, Journaling"
16,77,0,15,15,44,"Therapist, Meditation, Reading about the illness, Journaling"
6,79,24,18,21,37,"Therapist, Meditation, Reading about the illness, Journaling"
15,94,16,11,27,16,"Therapist, Meditation, Reading about the illness, Journaling"
17,87,29,22,29,28,"Therapist, Meditation, Reading about the illness, Journaling"
3,0,11,20,23,32,"Therapist, Meditation, Reading about the illness, Journaling"
17,43,28,9,12,26,"Therapist, Meditation, Reading about the illness, Journaling"
16,50,23,20,8,26,"Therapist, Meditation, Reading about the illness, Journaling"
2,55,9,22,22,12,"Therapist, Meditation, Reading about the illness, Journaling"
20,0,26,2,7,48,"Therapist, Meditation, Reading about the illness, Journaling"
15,92,28,3,21,25,"Therapist, Meditation, Reading about the illness, Journaling"
15,86,2,20,13,34,"Therapist, Meditation, Reading about the illness, Journaling"
4,25,20,8,30,46,"Therapist, Meditation, Reading about the illness, Journaling"
17,59,26,2,5,30,"Therapist, Meditation, Reading about the illness, Journaling"
20,13,24,11,20,44,"Therapist, Meditation, Reading about the illness, Journaling"
16,38,22,0,5,40,"Therapist, Meditation, Reading about the illness, Journaling"
15,45,15,0,17,21,"Therapist, Meditation, Reading about the illness, Journaling"
8,58,22,17,24,45,"Therapist, Meditation, Reading about the illness, Journaling"
17,96,12,1,5,16,"Therapist, Meditation, Reading about the illness, Journaling"
19,62,27,21,17,34,"Therapist, Meditation, Reading about the illness, Journaling"
16,6,20,0,9,60,"Therapist, Meditation, Reading about the illness, Journaling"
7,33,3,4,5,16,"Therapist, Meditation, Reading about the illness, Journaling"
16,38,23,21,30,44,"Therapist, Meditation, Reading about the illness, Journaling"
18,89,12,22,22,42,"Therapist, Meditation, Reading about the illness, Journaling"
11,2,28,18,30,20,"Therapist, Meditation, Reading about the illness, Journaling"
16,97,2,0,22,35,"Therapist, Meditation, Reading about the illness, Journaling"
16,20,30,18,29,58,"Therapist, Meditation, Reading about the illness, Journaling"
0,38,24,19,12,53,"Therapist, Meditation, Reading about the illness, Journaling"
15,18,1,13,24,53,"Therapist, Meditation, Reading about the illness, Journaling"
19,88,27,5,8,41,"Therapist, Meditation, Reading about the illness, Journaling"
21,55,29,3,12,28,"Therapist, Meditation, Reading about the illness, Journaling"
19,44,30,3,26,37,"Therapist, Meditation, Reading about the illness, Journaling"
20,32,26,22,33,23,"Therapist, Meditation, Reading about the illness, Journaling"
7,59,5,21,6,30,"Therapist, Meditation, Reading about the illness, Journaling"
20,90,23,10,20,44,"Therapist, Meditation, Reading about the illness, Journaling"
19,72,28,16,16,56,"Therapist, Meditation, Reading about the illness, Journaling"
17,0,20,11,10,52,"Therapist, Meditation, Reading about the illness, Journaling"
17,81,20,0,23,19,"Therapist, Meditation, Reading about the illness, Journaling"
4,81,18,17,25,42,"Therapist, Meditation, Reading about the illness, Journaling"
16,15,26,15,19,49,"Therapist, Meditation, Reading about the illness, Journaling"
20,88,30,5,26,27,"Therapist, Meditation, Reading about the illness, Journaling"
15,63,4,24,17,19,"Therapist, Meditation, Reading about the illness, Journaling"
18,32,2,24,26,55,"Therapist, Meditation, Reading about the illness, Journaling"
17,90,26,3,17,28,"Therapist, Meditation, Reading about the illness, Journaling"
20,22,22,6,34,56,"Therapist, Meditation, Reading about the illness, Journaling"
21,97,28,22,9,33,"Therapist, Meditation, Reading about the illness, Journaling"
